,TL,Territory level and Typology,REG_ID,Region,VAR,Indicator,SEX,Gender,POS,Position,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,unemp_n,UNEM_RA_15_MAX,UNEM_RA_15_MAX_SEXDIF,UNEM_RA_15_64,UNEM_RA_15_64_SEXDIF
5052,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,F,Females,ALL,All regions,2004,2004,PER,Persons,0,Units,4155.0,9.0,,9.2,
5053,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,F,Females,ALL,All regions,2005,2005,PER,Persons,0,Units,5757.0,12.9,,13.1,
5054,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,F,Females,ALL,All regions,2006,2006,PER,Persons,0,Units,3707.0,8.6,,8.7,
5055,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,F,Females,ALL,All regions,2007,2007,PER,Persons,0,Units,5571.0,12.3,,12.5,
5056,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,F,Females,ALL,All regions,2008,2008,PER,Persons,0,Units,6360.0,13.1,,13.1,
5057,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,F,Females,ALL,All regions,2009,2009,PER,Persons,0,Units,5641.0,12.6,,12.6,
5058,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,F,Females,ALL,All regions,2010,2010,PER,Persons,0,Units,4801.0,10.8,,10.8,
5059,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,F,Females,ALL,All regions,2011,2011,PER,Persons,0,Units,5664.0,11.4,,11.6,
5060,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,F,Females,ALL,All regions,2012,2012,PER,Persons,0,Units,8102.0,15.3,,15.7,
5061,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,F,Females,ALL,All regions,2013,2013,PER,Persons,0,Units,9680.0,17.0,,17.1,
5062,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,F,Females,ALL,All regions,2014,2014,PER,Persons,0,Units,11142.0,17.9,,18.0,
5063,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,M,Males,ALL,All regions,2001,2001,PER,Persons,0,Units,7200.0,10.7,,,
5064,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,M,Males,ALL,All regions,2002,2002,PER,Persons,0,Units,7800.0,11.1,,,
5065,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,6700.0,9.2,,,
5066,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,M,Males,ALL,All regions,2004,2004,PER,Persons,0,Units,4155.0,5.6,,5.8,
5067,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,5757.0,8.1,,8.2,
5068,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,3707.0,5.3,,5.3,
5069,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,M,Males,ALL,All regions,2007,2007,PER,Persons,0,Units,5571.0,7.8,,7.9,
5070,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,M,Males,ALL,All regions,2008,2008,PER,Persons,0,Units,6360.0,8.2,,8.3,
5071,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,M,Males,ALL,All regions,2009,2009,PER,Persons,0,Units,5641.0,6.8,,6.8,
5072,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,M,Males,ALL,All regions,2010,2010,PER,Persons,0,Units,4801.0,5.7,,5.8,
5073,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,M,Males,ALL,All regions,2011,2011,PER,Persons,0,Units,5664.0,7.3,,7.4,
5074,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,M,Males,ALL,All regions,2012,2012,PER,Persons,0,Units,8102.0,10.6,,10.8,
5075,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,M,Males,ALL,All regions,2013,2013,PER,Persons,0,Units,9680.0,12.7,,12.9,
5076,3_PR,  Small regions (TL3) - predominantly rural,ITI41,Viterbo,UNEM,Unemployed,M,Males,ALL,All regions,2014,2014,PER,Persons,0,Units,11142.0,13.7,,14.0,
5077,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,T,Total,ALL,All regions,2001,2001,PER,Persons,0,Units,7400.0,12.5,7.0,,
5078,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,T,Total,ALL,All regions,2002,2002,PER,Persons,0,Units,4800.0,8.6,4.3,,
5079,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,T,Total,ALL,All regions,2003,2003,PER,Persons,0,Units,4200.0,7.5,4.5,,
5080,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,T,Total,ALL,All regions,2004,2004,PER,Persons,0,Units,4600.0,7.7,3.8,7.8,3.7
5081,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,T,Total,ALL,All regions,2005,2005,PER,Persons,0,Units,4733.0,7.7,3.0,7.8,3.0
5082,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,T,Total,ALL,All regions,2006,2006,PER,Persons,0,Units,3606.0,5.9,2.2,5.9,2.2
5083,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,3271.0,5.4,2.3,5.5,2.3
5084,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,T,Total,ALL,All regions,2008,2008,PER,Persons,0,Units,4328.0,6.9,2.7,7.1,2.7
5085,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,T,Total,ALL,All regions,2009,2009,PER,Persons,0,Units,5063.0,7.9,3.4,8.1,3.4
5086,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,T,Total,ALL,All regions,2010,2010,PER,Persons,0,Units,5147.0,8.0,2.9,8.2,2.8
5087,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,T,Total,ALL,All regions,2011,2011,PER,Persons,0,Units,5399.0,8.7,2.6,8.9,2.5
5088,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,T,Total,ALL,All regions,2012,2012,PER,Persons,0,Units,6175.0,9.5,3.2,9.7,3.1
5089,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,T,Total,ALL,All regions,2013,2013,PER,Persons,0,Units,7482.0,11.6,3.4,11.9,3.2
5090,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,T,Total,ALL,All regions,2014,2014,PER,Persons,0,Units,7850.0,12.3,3.4,12.7,3.5
5091,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,F,Females,ALL,All regions,2001,2001,PER,Persons,0,Units,4500.0,19.5,,,
5092,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,F,Females,ALL,All regions,2002,2002,PER,Persons,0,Units,2700.0,12.2,,,
5093,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,F,Females,ALL,All regions,2003,2003,PER,Persons,0,Units,2300.0,11.1,,,
5094,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,F,Females,ALL,All regions,2004,2004,PER,Persons,0,Units,2601.0,11.0,,11.1,
5095,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,F,Females,ALL,All regions,2005,2005,PER,Persons,0,Units,2376.0,9.5,,9.6,
5096,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,F,Females,ALL,All regions,2006,2006,PER,Persons,0,Units,1845.0,7.3,,7.4,
5097,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,F,Females,ALL,All regions,2007,2007,PER,Persons,0,Units,1598.0,6.6,,6.7,
5098,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,F,Females,ALL,All regions,2008,2008,PER,Persons,0,Units,2272.0,8.9,,9.0,
5099,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,F,Females,ALL,All regions,2009,2009,PER,Persons,0,Units,2885.0,11.1,,11.2,
5100,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,F,Females,ALL,All regions,2010,2010,PER,Persons,0,Units,2503.0,9.5,,9.6,
5101,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,F,Females,ALL,All regions,2011,2011,PER,Persons,0,Units,2412.0,9.3,,9.4,
5102,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,F,Females,ALL,All regions,2012,2012,PER,Persons,0,Units,3151.0,11.6,,11.7,
5103,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,F,Females,ALL,All regions,2013,2013,PER,Persons,0,Units,3258.0,12.1,,12.2,
5104,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,F,Females,ALL,All regions,2014,2014,PER,Persons,0,Units,3629.0,13.3,,13.7,
5105,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,M,Males,ALL,All regions,2001,2001,PER,Persons,0,Units,4500.0,12.5,,,
5106,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,M,Males,ALL,All regions,2002,2002,PER,Persons,0,Units,2700.0,7.9,,,
5107,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,2300.0,6.6,,,
5108,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,M,Males,ALL,All regions,2004,2004,PER,Persons,0,Units,2601.0,7.2,,7.4,
5109,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,2376.0,6.5,,6.6,
5110,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,1845.0,5.1,,5.2,
5111,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,M,Males,ALL,All regions,2007,2007,PER,Persons,0,Units,1598.0,4.3,,4.4,
5112,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,M,Males,ALL,All regions,2008,2008,PER,Persons,0,Units,2272.0,6.2,,6.3,
5113,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,M,Males,ALL,All regions,2009,2009,PER,Persons,0,Units,2885.0,7.7,,7.8,
5114,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,M,Males,ALL,All regions,2010,2010,PER,Persons,0,Units,2503.0,6.6,,6.8,
5115,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,M,Males,ALL,All regions,2011,2011,PER,Persons,0,Units,2412.0,6.7,,6.9,
5116,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,M,Males,ALL,All regions,2012,2012,PER,Persons,0,Units,3151.0,8.4,,8.6,
5117,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,M,Males,ALL,All regions,2013,2013,PER,Persons,0,Units,3258.0,8.7,,9.0,
5118,3_PR,  Small regions (TL3) - predominantly rural,ITI42,Rieti,UNEM,Unemployed,M,Males,ALL,All regions,2014,2014,PER,Persons,0,Units,3629.0,9.9,,10.2,
5119,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,T,Total,ALL,All regions,2001,2001,PER,Persons,0,Units,161100.0,9.9,4.0,,
5120,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,T,Total,ALL,All regions,2002,2002,PER,Persons,0,Units,128200.0,7.9,3.3,,
5121,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,T,Total,ALL,All regions,2003,2003,PER,Persons,0,Units,131900.0,8.0,3.3,,
5122,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,T,Total,ALL,All regions,2004,2004,PER,Persons,0,Units,125286.0,7.4,2.2,7.6,2.1
5123,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,T,Total,ALL,All regions,2005,2005,PER,Persons,0,Units,123271.0,7.3,1.8,7.4,1.7
5124,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,T,Total,ALL,All regions,2006,2006,PER,Persons,0,Units,123059.0,7.2,2.1,7.3,2.1
5125,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,99378.0,5.8,1.7,5.9,1.6
5126,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,T,Total,ALL,All regions,2008,2008,PER,Persons,0,Units,123505.0,7.0,2.0,7.1,1.8
5127,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,T,Total,ALL,All regions,2011,2011,PER,Persons,0,Units,152486.0,8.4,1.8,8.6,1.8
5128,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,T,Total,ALL,All regions,2012,2012,PER,Persons,0,Units,184266.0,9.9,1.9,10.0,1.8
5129,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,T,Total,ALL,All regions,2013,2013,PER,Persons,0,Units,210857.0,11.0,2.2,11.2,2.1
5130,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,T,Total,ALL,All regions,2014,2014,PER,Persons,0,Units,224875.0,11.3,2.1,11.5,2.0
5131,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,F,Females,ALL,All regions,2001,2001,PER,Persons,0,Units,82100.0,12.5,,,
5132,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,F,Females,ALL,All regions,2002,2002,PER,Persons,0,Units,68100.0,10.3,,,
5133,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,F,Females,ALL,All regions,2003,2003,PER,Persons,0,Units,69700.0,10.4,,,
5134,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,F,Females,ALL,All regions,2004,2004,PER,Persons,0,Units,68750.0,9.4,,9.5,
5135,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,F,Females,ALL,All regions,2005,2005,PER,Persons,0,Units,63272.0,8.5,,8.6,
5136,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,F,Females,ALL,All regions,2006,2006,PER,Persons,0,Units,66744.0,9.0,,9.1,
5137,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,F,Females,ALL,All regions,2013,2013,PER,Persons,0,Units,104593.0,12.2,,12.3,
5138,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,F,Females,ALL,All regions,2014,2014,PER,Persons,0,Units,105310.0,11.7,,11.9,
5139,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,M,Males,ALL,All regions,2001,2001,PER,Persons,0,Units,82100.0,8.5,,,
5140,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,M,Males,ALL,All regions,2002,2002,PER,Persons,0,Units,68100.0,7.0,,,
5141,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,69700.0,7.1,,,
5142,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,M,Males,ALL,All regions,2004,2004,PER,Persons,0,Units,68750.0,7.2,,7.4,
5143,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,63272.0,6.7,,6.9,
5144,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,66744.0,6.9,,7.0,
5145,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,M,Males,ALL,All regions,2013,2013,PER,Persons,0,Units,104593.0,10.0,,10.2,
5146,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,M,Males,ALL,All regions,2014,2014,PER,Persons,0,Units,105310.0,9.6,,9.9,
5147,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,T,Total,ALL,All regions,2001,2001,PER,Persons,0,Units,19300.0,9.1,7.1,,
5148,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,T,Total,ALL,All regions,2002,2002,PER,Persons,0,Units,21700.0,10.0,7.5,,
5149,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,T,Total,ALL,All regions,2003,2003,PER,Persons,0,Units,19000.0,8.8,6.0,,
5150,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,T,Total,ALL,All regions,2004,2004,PER,Persons,0,Units,18573.0,8.9,4.4,9.1,4.4
5151,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,T,Total,ALL,All regions,2005,2005,PER,Persons,0,Units,20009.0,9.5,4.9,9.7,4.8
5152,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,T,Total,ALL,All regions,2006,2006,PER,Persons,0,Units,20104.0,9.2,4.1,9.3,4.1
5153,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,16694.0,7.9,4.5,7.9,4.4
5154,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,T,Total,ALL,All regions,2008,2008,PER,Persons,0,Units,18480.0,8.5,4.5,8.6,4.5
5155,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,T,Total,ALL,All regions,2009,2009,PER,Persons,0,Units,24161.0,10.9,4.9,11.0,4.9
5156,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,T,Total,ALL,All regions,2010,2010,PER,Persons,0,Units,23537.0,10.5,4.2,10.6,4.1
5157,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,T,Total,ALL,All regions,2011,2011,PER,Persons,0,Units,21615.0,9.7,4.7,9.8,4.6
5158,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,T,Total,ALL,All regions,2012,2012,PER,Persons,0,Units,31895.0,13.8,5.8,14.0,5.7
5159,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,T,Total,ALL,All regions,2013,2013,PER,Persons,0,Units,36003.0,15.3,6.1,15.5,6.0
5160,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,T,Total,ALL,All regions,2014,2014,PER,Persons,0,Units,38351.0,15.9,5.5,16.2,5.1
5161,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,F,Females,ALL,All regions,2001,2001,PER,Persons,0,Units,9800.0,14.0,,,
5162,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,F,Females,ALL,All regions,2002,2002,PER,Persons,0,Units,11200.0,15.3,,,
5163,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,F,Females,ALL,All regions,2003,2003,PER,Persons,0,Units,9100.0,12.4,,,
5164,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,F,Females,ALL,All regions,2004,2004,PER,Persons,0,Units,9214.0,11.6,,11.7,
5165,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,F,Females,ALL,All regions,2005,2005,PER,Persons,0,Units,10635.0,13.1,,13.2,
5166,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,F,Females,ALL,All regions,2006,2006,PER,Persons,0,Units,10254.0,11.9,,11.9,
5167,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,F,Females,ALL,All regions,2007,2007,PER,Persons,0,Units,9350.0,11.6,,11.6,
5168,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,F,Females,ALL,All regions,2008,2008,PER,Persons,0,Units,9759.0,11.8,,11.9,
5169,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,F,Females,ALL,All regions,2009,2009,PER,Persons,0,Units,11615.0,13.5,,13.6,
5170,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,F,Females,ALL,All regions,2010,2010,PER,Persons,0,Units,10452.0,11.9,,11.9,
5171,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,F,Females,ALL,All regions,2011,2011,PER,Persons,0,Units,11100.0,12.8,,12.8,
5172,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,F,Females,ALL,All regions,2012,2012,PER,Persons,0,Units,16468.0,17.7,,17.8,
5173,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,F,Females,ALL,All regions,2013,2013,PER,Persons,0,Units,17593.0,18.6,,18.7,
5174,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,F,Females,ALL,All regions,2014,2014,PER,Persons,0,Units,19084.0,19.1,,19.1,
5175,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,M,Males,ALL,All regions,2001,2001,PER,Persons,0,Units,9800.0,6.9,,,
5176,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,M,Males,ALL,All regions,2002,2002,PER,Persons,0,Units,11200.0,7.8,,,
5177,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,9100.0,6.4,,,
5178,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,M,Males,ALL,All regions,2004,2004,PER,Persons,0,Units,9214.0,7.2,,7.3,
5179,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,10635.0,8.2,,8.4,
5180,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,10254.0,7.8,,7.8,
5181,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,M,Males,ALL,All regions,2007,2007,PER,Persons,0,Units,9350.0,7.1,,7.2,
5182,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,M,Males,ALL,All regions,2008,2008,PER,Persons,0,Units,9759.0,7.3,,7.4,
5183,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,M,Males,ALL,All regions,2009,2009,PER,Persons,0,Units,11615.0,8.6,,8.7,
5184,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,M,Males,ALL,All regions,2010,2010,PER,Persons,0,Units,10452.0,7.7,,7.8,
5185,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,M,Males,ALL,All regions,2011,2011,PER,Persons,0,Units,11100.0,8.1,,8.2,
5186,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,M,Males,ALL,All regions,2012,2012,PER,Persons,0,Units,16468.0,11.9,,12.1,
5187,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,M,Males,ALL,All regions,2013,2013,PER,Persons,0,Units,17593.0,12.5,,12.7,
5188,3_IN,  Small regions (TL3) - intermediate,ITI44,Latina,UNEM,Unemployed,M,Males,ALL,All regions,2014,2014,PER,Persons,0,Units,19084.0,13.6,,14.0,
5189,3_IN,  Small regions (TL3) - intermediate,ITI45,Frosinone,UNEM,Unemployed,T,Total,ALL,All regions,2001,2001,PER,Persons,0,Units,21500.0,11.6,8.1,,
5190,3_IN,  Small regions (TL3) - intermediate,ITI45,Frosinone,UNEM,Unemployed,T,Total,ALL,All regions,2002,2002,PER,Persons,0,Units,22600.0,11.6,8.7,,
5191,3_IN,  Small regions (TL3) - intermediate,ITI45,Frosinone,UNEM,Unemployed,T,Total,ALL,All regions,2003,2003,PER,Persons,0,Units,29100.0,13.5,9.0,,
5192,3_IN,  Small regions (TL3) - intermediate,ITI45,Frosinone,UNEM,Unemployed,T,Total,ALL,All regions,2004,2004,PER,Persons,0,Units,20003.0,10.7,7.0,10.7,7.0
5193,3_IN,  Small regions (TL3) - intermediate,ITI45,Frosinone,UNEM,Unemployed,T,Total,ALL,All regions,2005,2005,PER,Persons,0,Units,16186.0,9.0,5.7,9.0,5.6
5194,3_IN,  Small regions (TL3) - intermediate,ITI45,Frosinone,UNEM,Unemployed,T,Total,ALL,All regions,2006,2006,PER,Persons,0,Units,16944.0,9.3,6.2,9.3,6.3
5195,3_IN,  Small regions (TL3) - intermediate,ITI45,Frosinone,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,16001.0,8.7,5.6,8.8,5.5
5196,3_IN,  Small regions (TL3) - intermediate,ITI45,Frosinone,UNEM,Unemployed,T,Total,ALL,All regions,2008,2008,PER,Persons,0,Units,17656.0,9.4,5.1,9.5,5.0
5197,3_IN,  Small regions (TL3) - intermediate,ITI45,Frosinone,UNEM,Unemployed,T,Total,ALL,All regions,2009,2009,PER,Persons,0,Units,13917.0,7.5,5.0,7.6,4.9
5198,3_IN,  Small regions (TL3) - intermediate,ITI45,Frosinone,UNEM,Unemployed,T,Total,ALL,All regions,2010,2010,PER,Persons,0,Units,17916.0,9.5,6.0,9.6,5.9
5199,3_IN,  Small regions (TL3) - intermediate,ITI45,Frosinone,UNEM,Unemployed,T,Total,ALL,All regions,2011,2011,PER,Persons,0,Units,17140.0,9.3,5.2,9.3,5.3
