,Unnamed: 0,Unnamed: 0.1,TL,Territory level and Typology,REG_ID,Region,VAR,Indicator,SEX,Gender,POS,Position,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,unemp_n,UNEM_RA_15_MAX,UNEM_RA_15_MAX_SEXDIF,UNEM_RA_15_64,UNEM_RA_15_64_SEXDIF,POP_65M_SH,YOU_DEP_RA,ELD_DEP_RA,DEM_DEP_RA,SR_TOT_RA,SR_YOU_RA,SR_ELD_RA,KID_WOM_RA,POP_80M_SH,POP_TOT_GI,POP_65M_GI,ENRL_RATE_AGE_Y3T5,ENRL_RATE_AGE_Y6T14,ENRL_RATE_AGE_Y15T19,ENRL_RATE_AGE_Y20T29,ENRL_RATE_AGE_Y30T39,ENRL_RATE_AGE_Y40T64,ENRL_RATE_AGE_Y30T39_is_NA,UNEM_RA_15_MAX_is_NA,UNEM_RA_15_MAX_SEXDIF_is_NA,UNEM_RA_15_64_is_NA,UNEM_RA_15_64_SEXDIF_is_NA,POP_65M_SH_is_NA,YOU_DEP_RA_is_NA,ELD_DEP_RA_is_NA,DEM_DEP_RA_is_NA,SR_TOT_RA_is_NA,SR_YOU_RA_is_NA,SR_ELD_RA_is_NA,KID_WOM_RA_is_NA,POP_80M_SH_is_NA,POP_TOT_GI_is_NA,POP_65M_GI_is_NA,ENRL_RATE_AGE_Y3T5_is_NA,ENRL_RATE_AGE_Y6T14_is_NA,ENRL_RATE_AGE_Y15T19_is_NA,ENRL_RATE_AGE_Y20T29_is_NA,ENRL_RATE_AGE_Y40T64_is_NA
5433,5433,5433,2,Large regions (TL2),ITF3,Campania,UNEM,Unemployed,F,Females,ALL,All regions,2006,2006,PER,Persons,0,Units,121472.0,17.8,4.095359628770305,17.9,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5434,5434,5434,2,Large regions (TL2),ITF3,Campania,UNEM,Unemployed,M,Males,ALL,All regions,2001,2001,PER,Persons,0,Units,216737.0,15.9,4.095359628770305,16.1,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5435,5435,5435,2,Large regions (TL2),ITF3,Campania,UNEM,Unemployed,M,Males,ALL,All regions,2005,2005,PER,Persons,0,Units,143442.0,10.8,4.095359628770305,10.9,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5436,5436,5436,2,Large regions (TL2),ITF3,Campania,UNEM,Unemployed,M,Males,ALL,All regions,2006,2006,PER,Persons,0,Units,121472.0,9.4,4.095359628770305,9.5,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5437,5437,5437,3_PU,  Small regions (TL3) - predominantly urban,ITF33,Naples,UNEM,Unemployed,T,Total,ALL,All regions,2002,2002,PER,Persons,0,Units,270300.0,24.7,20.0,9.88573205401563,3.864658848614071,12.55,28.42,18.42,46.84,94.73,104.95,68.87,23.29,2.41,99.9,102.0,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5438,5438,5438,3_PU,  Small regions (TL3) - predominantly urban,ITF33,Naples,UNEM,Unemployed,T,Total,ALL,All regions,2003,2003,PER,Persons,0,Units,256200.0,23.6,18.8,9.88573205401563,3.864658848614071,12.79,28.27,18.8,47.07,94.58,104.99,69.04,23.44,2.54,99.8,103.9,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5439,5439,5439,3_PU,  Small regions (TL3) - predominantly urban,ITF33,Naples,UNEM,Unemployed,T,Total,ALL,All regions,2005,2005,PER,Persons,0,Units,180230.0,17.0,12.6,17.2,12.6,13.27,27.6,19.52,47.12,94.07,105.16,69.49,23.31,2.77,100.2,108.2,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5440,5440,5440,3_PU,  Small regions (TL3) - predominantly urban,ITF33,Naples,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,121767.0,12.4,8.7,12.5,8.7,13.83,26.94,20.37,47.31,93.8,105.31,70.16,22.98,3.04,99.8,112.3,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5441,5441,5441,3_PU,  Small regions (TL3) - predominantly urban,ITF33,Naples,UNEM,Unemployed,F,Females,ALL,All regions,2005,2005,PER,Persons,0,Units,82591.0,24.1,4.095359628770305,24.2,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5442,5442,5442,3_PU,  Small regions (TL3) - predominantly urban,ITF33,Naples,UNEM,Unemployed,M,Males,ALL,All regions,2003,2003,PER,Persons,0,Units,109000.0,14.4,4.095359628770305,9.88573205401563,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5443,5443,5443,2,Large regions (TL2),ITG1,Sicily,UNEM,Unemployed,T,Total,ALL,All regions,2007,2007,PER,Persons,0,Units,219264.0,12.9,8.0,13.0,8.0,18.17,24.18,27.58,51.76,93.49,105.41,74.9,20.74,4.62,99.8,108.9,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5444,5444,5444,3_PR,  Small regions (TL3) - predominantly rural,ITG2A,Ogliastra,UNEM,Unemployed,T,Total,ALL,All regions,2014,2014,PER,Persons,0,Units,3792.0,16.9,5.8,17.2,5.7,21.7,19.09,33.01,52.1,97.63,110.46,75.17,18.22,6.71,98.5,126.6,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5445,5445,5445,3_PR,  Small regions (TL3) - predominantly rural,ITG2A,Ogliastra,UNEM,Unemployed,F,Females,ALL,All regions,2014,2014,PER,Persons,0,Units,1614.0,17.8,4.095359628770305,18.0,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5446,5446,5446,3_IN,  Small regions (TL3) - intermediate,ITH51,Piacenza,UNEM,Unemployed,F,Females,ALL,All regions,2008,2008,PER,Persons,0,Units,983.0,1.9,4.095359628770305,1.9,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5447,5447,5447,3_IN,  Small regions (TL3) - intermediate,ITH51,Piacenza,UNEM,Unemployed,F,Females,ALL,All regions,2009,2009,PER,Persons,0,Units,1012.0,1.9,4.095359628770305,1.9,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5448,5448,5448,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,T,Total,ALL,All regions,2009,2009,PER,Persons,0,Units,142175.0,8.0,2.0,8.1,1.9,19.81,21.37,29.99,51.36,90.68,105.85,71.28,20.92,5.05,105.6,119.3,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5449,5449,5449,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,T,Total,ALL,All regions,2010,2010,PER,Persons,0,Units,161497.0,8.9,2.0,9.1,1.9,19.88,21.4,30.13,51.53,90.77,105.99,71.4,20.87,5.19,106.5,120.7,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5450,5450,5450,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,F,Females,ALL,All regions,2008,2008,PER,Persons,0,Units,69541.0,9.0,4.095359628770305,9.0,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5451,5451,5451,3_PU,  Small regions (TL3) - predominantly urban,ITI43,Rome,UNEM,Unemployed,M,Males,ALL,All regions,2007,2007,PER,Persons,0,Units,51780.0,5.3,4.095359628770305,5.5,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.33257575757578,97.8560606060606,84.41515151515156,21.308333333333334,2.3530303030303035,0.45681818181818185,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5452,5452,5452,1,Country,ITA,Italy,UNEM,Unemployed,T,Total,ALL,All regions,2016,2016,PER,Persons,0,Units,3012000.0,11.7,3.4,11.9,3.3,22.04,21.23,34.27,55.5,94.38,105.99,75.77,19.55,6.67,106.5,127.4,94.9,97.7,83.4,22.0,2.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5453,5453,5453,2,Large regions (TL2),ITC1,Piedmont,UNEM,Unemployed,M,Males,ALL,All regions,2016,2016,PER,Persons,0,Units,90004.0,8.2,4.095359628770305,8.5,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,94.6,98.0,84.8,22.0,1.4,0.2,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5454,5454,5454,2,Large regions (TL2),ITC2,Aosta Valley,UNEM,Unemployed,F,Females,ALL,All regions,2016,2016,PER,Persons,0,Units,2327.0,8.4,4.095359628770305,8.6,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.3,96.3,81.7,11.0,1.7,0.4,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5455,5455,5455,2,Large regions (TL2),ITC2,Aosta Valley,UNEM,Unemployed,M,Males,ALL,All regions,2016,2016,PER,Persons,0,Units,2327.0,7.3,4.095359628770305,7.4,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,97.5,98.4,78.5,5.6,0.5,0.2,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5456,5456,5456,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,M,Males,ALL,All regions,2016,2016,PER,Persons,0,Units,176235.0,6.7,4.095359628770305,6.9,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,91.7,96.5,82.1,20.9,1.4,0.4,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5457,5457,5457,2,Large regions (TL2),ITG1,Sicily,UNEM,Unemployed,F,Females,ALL,All regions,2016,2016,PER,Persons,0,Units,151461.0,24.0,4.095359628770305,24.2,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.5,98.6,78.6,18.8,2.5,0.3,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5458,5458,5458,2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,UNEM,Unemployed,F,Females,ALL,All regions,2016,2016,PER,Persons,0,Units,4800.0,4.1,4.095359628770305,4.2,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,94.2,98.5,76.8,7.8,0.6,0.1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5459,5459,5459,2,Large regions (TL2),ITH2,Province of Trento,UNEM,Unemployed,T,Total,ALL,All regions,2016,2016,PER,Persons,0,Units,17000.0,6.8,1.5,7.0,1.4,21.09,23.17,32.91,56.08,95.75,106.49,75.7,21.82,6.5,113.5,132.4,97.0,99.0,88.3,25.4,1.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5460,5460,5460,2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,UNEM,Unemployed,M,Males,ALL,All regions,2016,2016,PER,Persons,0,Units,22800.0,7.6,4.095359628770305,7.8,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.4,97.3,87.1,22.9,1.7,0.3,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5461,5461,5461,2,Large regions (TL2),ITH5,Emilia-Romagna,UNEM,Unemployed,M,Males,ALL,All regions,2016,2016,PER,Persons,0,Units,77523.0,6.8,4.095359628770305,7.0,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,91.2,97.0,88.2,27.0,1.9,0.3,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5462,5462,5462,2,Large regions (TL2),ITI2,Umbria,UNEM,Unemployed,T,Total,ALL,All regions,2016,2016,PER,Persons,0,Units,37494.0,9.6,2.1,9.8,1.9,24.79,20.68,39.79,60.47,92.26,105.67,75.82,19.19,8.2,108.1,118.6,96.2,97.4,85.6,22.0,2.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5463,5463,5463,2,Large regions (TL2),ITI2,Umbria,UNEM,Unemployed,F,Females,ALL,All regions,2016,2016,PER,Persons,0,Units,18500.0,10.6,4.095359628770305,10.7,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,95.5,97.3,86.5,24.5,2.7,0.6,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5464,5464,5464,2,Large regions (TL2),ITI4,Lazio,UNEM,Unemployed,T,Total,ALL,All regions,2016,2016,PER,Persons,0,Units,292501.0,11.1,2.6,11.3,2.4,20.97,20.99,32.1,53.09,93.07,105.66,74.66,19.58,6.19,115.1,136.4,87.9,96.6,86.0,31.7,4.4,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5465,5465,5465,2,Large regions (TL2),ITC3,Liguria,UNEM,Unemployed,T,Total,ALL,All regions,2016,2016,PER,Persons,0,Units,65800.0,9.7,2.3,10.0,2.3,28.23,18.99,46.79,65.78,90.77,105.31,71.96,18.15,9.37,99.5,111.0,95.8,97.7,82.8,21.0,1.8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5466,5466,5466,2,Large regions (TL2),ITC3,Liguria,UNEM,Unemployed,F,Females,ALL,All regions,2016,2016,PER,Persons,0,Units,34488.0,11.5,4.095359628770305,11.8,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,93.9,97.4,83.6,22.4,2.0,0.3,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5467,5467,5467,2,Large regions (TL2),ITC4,Lombardy,UNEM,Unemployed,T,Total,ALL,All regions,2016,2016,PER,Persons,0,Units,345739.0,7.4,1.9,7.6,1.8,21.91,21.98,34.23,56.21,95.41,106.12,74.38,20.72,6.45,111.2,135.9,90.9,96.3,83.7,22.7,1.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5468,5468,5468,2,Large regions (TL2),ITF1,Abruzzo,UNEM,Unemployed,M,Males,ALL,All regions,2016,2016,PER,Persons,0,Units,34700.0,10.7,4.095359628770305,11.0,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,99.7,97.5,82.8,22.9,2.6,0.5,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5469,5469,5469,2,Large regions (TL2),ITF2,Molise,UNEM,Unemployed,M,Males,ALL,All regions,2016,2016,PER,Persons,0,Units,6900.0,9.5,4.095359628770305,9.7,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,97.0,98.1,83.8,14.8,1.7,0.3,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5470,5470,5470,2,Large regions (TL2),ITF3,Campania,UNEM,Unemployed,T,Total,ALL,All regions,2016,2016,PER,Persons,0,Units,418474.0,20.4,10.0,20.7,10.0,17.86,22.75,26.69,49.44,94.76,105.83,76.37,19.35,4.89,102.5,130.7,100.0,99.4,79.6,20.5,2.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5471,5471,5471,2,Large regions (TL2),ITF4,Apulia,UNEM,Unemployed,F,Females,ALL,All regions,2016,2016,PER,Persons,0,Units,124715.0,22.7,4.095359628770305,22.9,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,98.9,98.9,80.1,17.4,1.9,0.3,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5472,5472,5472,2,Large regions (TL2),ITF5,Basilicata ,UNEM,Unemployed,M,Males,ALL,All regions,2016,2016,PER,Persons,0,Units,13323.0,9.9,4.095359628770305,10.1,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,100.0,100.0,84.7,8.0,1.4,0.2,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5473,5473,5473,2,Large regions (TL2),ITF6,Calabria,UNEM,Unemployed,T,Total,ALL,All regions,2016,2016,PER,Persons,0,Units,157656.0,23.2,10.0,23.5,9.8,20.54,20.69,31.21,51.9,95.66,106.08,80.13,18.7,6.38,97.6,119.5,100.0,98.0,80.4,15.8,1.8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5474,5474,5474,2,Large regions (TL2),ITF6,Calabria,UNEM,Unemployed,F,Females,ALL,All regions,2016,2016,PER,Persons,0,Units,68600.0,26.3,4.095359628770305,26.5,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,100.0,98.0,81.7,18.4,2.1,0.3,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5475,5475,5475,2,Large regions (TL2),ITF6,Calabria,UNEM,Unemployed,M,Males,ALL,All regions,2016,2016,PER,Persons,0,Units,68600.0,16.3,4.095359628770305,16.7,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,100.0,98.0,79.1,13.3,1.6,0.2,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5476,5476,5476,2,Large regions (TL2),ITG1,Sicily,UNEM,Unemployed,M,Males,ALL,All regions,2016,2016,PER,Persons,0,Units,151461.0,13.7,4.095359628770305,14.0,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,99.8,99.2,76.8,13.1,1.7,0.3,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5477,5477,5477,2,Large regions (TL2),ITG2,Sardinia,UNEM,Unemployed,T,Total,ALL,All regions,2016,2016,PER,Persons,0,Units,117194.0,17.3,5.1,17.6,5.0,22.11,17.8,33.45,51.25,96.25,106.86,78.03,16.66,6.27,101.4,142.5,98.6,98.3,82.7,19.5,2.9,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5478,5478,5478,2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,UNEM,Unemployed,T,Total,ALL,All regions,2016,2016,PER,Persons,0,Units,9700.0,3.7,0.7,3.8,0.7,19.15,24.62,29.51,54.13,97.35,106.62,77.06,23.2,5.65,113.0,139.1,94.1,98.6,72.7,5.9,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5479,5479,5479,2,Large regions (TL2),ITH1,Province of Bolzano-Bozen,UNEM,Unemployed,M,Males,ALL,All regions,2016,2016,PER,Persons,0,Units,4800.0,3.4,4.095359628770305,3.5,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,94.1,98.7,68.7,4.0,0.5,0.1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5480,5480,5480,2,Large regions (TL2),ITH2,Province of Trento,UNEM,Unemployed,F,Females,ALL,All regions,2016,2016,PER,Persons,0,Units,7800.0,7.1,4.095359628770305,7.2,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,96.7,98.6,91.2,26.0,1.8,0.4,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5481,5481,5481,2,Large regions (TL2),ITH4,Friuli-Venezia Giulia,UNEM,Unemployed,T,Total,ALL,All regions,2016,2016,PER,Persons,0,Units,40600.0,7.5,1.9,7.7,1.8,25.46,20.03,41.0,61.03,93.88,105.99,73.98,19.07,7.65,103.4,123.7,94.7,97.2,87.6,23.8,1.8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5482,5482,5482,2,Large regions (TL2),ITI2,Umbria,UNEM,Unemployed,M,Males,ALL,All regions,2016,2016,PER,Persons,0,Units,18500.0,8.5,4.095359628770305,8.8,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,96.8,97.5,84.9,19.5,2.0,0.5,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
5483,5483,5483,2,Large regions (TL2),ITI3,Marche,UNEM,Unemployed,T,Total,ALL,All regions,2016,2016,PER,Persons,0,Units,73526.0,10.6,2.5,10.9,2.4,24.03,20.77,38.2,58.97,93.91,106.11,76.13,19.55,8.05,106.7,118.6,95.5,98.3,91.6,24.3,2.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5484,5484,5484,2,Large regions (TL2),ITI3,Marche,UNEM,Unemployed,F,Females,ALL,All regions,2016,2016,PER,Persons,0,Units,35717.0,11.7,4.095359628770305,11.9,3.864658848614071,21.142883928571397,20.76189285714286,32.52087053571425,53.28276339285708,94.32322321428579,105.95110267857146,73.36978125000003,19.318767985611494,5.9778147482014425,102.86218749999993,112.98008928571409,94.8,98.2,94.0,27.4,2.7,0.5,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
